country,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,14700,25700,33000,47700,91700,165000,235000,279000,334000,400000,484000,612000,719000,854000,1000000,1140000,1310000,1470000,1640000,1840000,2130000,2630000,3090000,3600000,4140000,4930000,5860000,6970000,7980000,8890000,9840000,10800000,11900000,13000000,14200000,15700000,17200000,18900000,20800000,23000000,25500000,28000000,31000000,34600000,38100000,41600000,45700000,50200000,54700000,59700000,64500000,69100000,73900000,78300000,82500000,86600000,90700000,94400000,98500000,103000000,108000000,113000000,119000000,126000000,134000000,142000000,152000000,162000000,173000000,184000000,194000000,205000000,214000000,224000000,235000000,246000000,258000000,273000000,285000000,298000000,312000000,327000000,343000000,362000000,380000000,400000000,420000000,441000000,463000000,485000000
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4810000,10100000,15600000,21200000,27500000,34600000,41900000,49200000,56500000,64400000,72500000,83100000,94600000,105000000,118000000,131000000,144000000,158000000,172000000,187000000,203000000,219000000,237000000,253000000,270000000,289000000,307000000,327000000,346000000,365000000,385000000,404000000,418000000,433000000,446000000,449000000,452000000,457000000,465000000,476000000,486000000,500000000,513000000,527000000,542000000,557000000,573000000,590000000,608000000,628000000,648000000,670000000,693000000,716000000,737000000,757000000,775000000,797000000,819000000,840000000
Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000,73300,161000,348000,942000,1720000,2560000,3500000,4480000,5490000,6590000,7620000,8670000,9830000,10900000,12100000,13400000,14900000,17600000,20200000,23000000,26200000,29200000,32300000,35000000,37800000,41200000,44300000,48100000,52000000,55900000,59800000,63700000,67800000,71900000,76100000,80600000,84500000,89000000,93100000,98100000,104000000,111000000,116000000,122000000,129000000,136000000
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100000,4610000,7060000,9680000,12500000,15700000,19100000,22700000,26400000,30600000,35200000,40800000,46800000,50900000,54100000,56900000,59400000,61800000,64800000,68500000,71400000,75200000,79800000,84900000,90300000,95800000,102000000,108000000,114000000,120000000,124000000,128000000,133000000,137000000,143000000,148000000,154000000,160000000,166000000,173000000,179000000,185000000,191000000,197000000,204000000,212000000,220000000,228000000,236000000,255000000,277000000,302000000,327000000,357000000,391000000,428000000,464000000,503000000,542000000,589000000,638000000,692000000,747000000,804000000,860000000,925000000,991000000,1070000000,1150000000,1250000000,1350000000,1460000000,1590000000,1740000000,1890000000,2040000000,2200000000,2380000000,2570000000,2750000000,2920000000,3100000000,3260000000,3430000000,3610000000,3810000000,4010000000,4220000000,4430000000,4640000000,4860000000,5080000000,5300000000,5540000000,5800000000,6080000000,6380000000,6690000000,7000000000,7330000000,7660000000,7990000000,8310000000,8640000000,8980000000,9320000000,9680000000,10100000000,10400000000,10800000000,11300000000,11700000000,12200000000,12700000000,13200000000,13700000000,14200000000,14600000000
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3670,47700,73300,150000,356000,572000,3200000,6160000,8130000,9380000,11300000,13800000,14700000,15600000,21000000,21100000,32500000,32900000,33200000,33600000,33900000,34300000,34600000,34900000,35200000,35500000,35800000,36100000,36400000,36800000,37200000,37500000,37900000,38300000,38800000,39200000,39700000,47900000,55400000,64900000,74900000,83100000,90100000,96200000,103000000,112000000,120000000,126000000,128000000,130000000,133000000,135000000,137000000,140000000,143000000,149000000,155000000,161000000,166000000,172000000,177000000,181000000,186000000,191000000,196000000,201000000,205000000,209000000,214000000,218000000,222000000,227000000,232000000,237000000,245000000,254000000,262000000,270000000,280000000,289000000,297000000,306000000,313000000,320000000,328000000,336000000
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3670,7330,14700,25700,33000,40300,51300,69700,95300,128000,169000,216000,279000,359000,444000,550000,660000,807000,953000,1170000,1440000,1680000,1910000,2210000,2570000,2890000,3340000,3940000,4550000,5180000,6080000,6980000,7770000,8950000,9710000,10600000,11800000,13200000,14000000,15100000,16500000,18000000,19600000,21500000,23300000,25100000,26900000,29000000,31500000,33900000,36200000,38800000,41200000,43600000,46100000,48600000,51400000,54600000,58100000,62200000,66600000,72000000,77800000,82200000,87400000,92400000,98300000,104000000,112000000,119000000,128000000,137000000,148000000,159000000,171000000,184000000,199000000,214000000,234000000,256000000,282000000,313000000,347000000,390000000,436000000,485000000,540000000,600000000,666000000,727000000,792000000,858000000,927000000,998000000,1070000000,1140000000,1220000000,1300000000,1380000000,1460000000,1540000000,1630000000,1720000000,1800000000,1890000000,1980000000,2080000000,2160000000,2250000000,2330000000,2390000000,2440000000,2500000000,2560000000,2620000000,2670000000,2730000000,2780000000,2830000000,2870000000,2920000000,2970000000,3020000000,3070000000,3120000000,3170000000,3230000000,3280000000,3330000000,3370000000,3430000000,3480000000,3520000000,3560000000,3610000000,3660000000,3700000000,3750000000
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,11000,55000,147000,231000,319000,429000,532000,634000,737000,840000,961000,1100000,1250000,1420000,1580000,1790000,2010000,2220000,2470000,2820000,3220000,3660000,4210000,4790000,5380000,5850000,6330000,6810000,7320000,7880000,8700000,9280000,9910000,10500000,11200000,11800000,12400000,13100000,13900000,14800000,15700000,16700000,17700000,18700000,19800000,20900000,22000000,23400000,25000000,26700000,28600000,30600000,32700000,35400000,38200000,41100000,44400000,47800000,51600000,55500000
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39000,75400,123000,167000,215000,263000,299000,347000,395000,450000,523000,585000,659000,732000,805000,897000,974000,1060000,1160000,1260000,1370000,1520000,1680000,1840000,2040000,2260000,2490000,2730000,2980000,3200000,3470000,3680000,3920000,4130000,4360000,4600000,4840000,5080000,5330000,5580000,5830000,6100000,6310000,6520000,6680000,6880000,7030000,7220000,7410000,7600000,7790000,8100000,8520000,8900000,9300000,9670000,10100000,10500000,11100000,11600000
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103000,235000,396000,594000,807000,1040000,1330000,1640000,2020000,2370000,2770000,3240000,3660000,4150000,5490000,6670000,6910000,7030000,7160000,7230000,7310000,7380000,7450000,7500000,7530000,7820000,8120000,8460000,8820000,9230000,9650000,10100000,10500000,11000000,11400000,12700000,14000000,15300000,16700000,18200000,19700000,21300000,22900000,24800000,26700000,28700000,30900000,33100000,35500000,38000000,40700000,43700000,47200000,51000000,55600000,60600000,65700000,71000000,76500000,83000000,91500000,101000000,111000000,122000000
Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139000,323000,605000,807000,1040000,1270000,1510000,1770000,2050000,2320000,2600000,2880000,3170000,3470000,3810000,4120000,4460000,4920000,5430000,6000000,6640000,7450000,8310000,9210000,10200000,11300000,12400000,14000000,16000000,17800000,21700000,27000000,33300000,39900000,46000000,52400000,54400000,56300000,58400000,66000000,66600000,66700000,69400000,72300000,75100000,78400000,81900000,85100000,88200000,91200000,94600000,97900000,101000000,105000000,109000000,112000000,116000000,122000000,127000000,134000000,141000000,147000000,153000000,157000000,164000000,172000000,180000000,188000000,196000000
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,7330,11000,14700,18300,22000,25700,29300,33000,36700,40300,44000,47700,51300,55000,58700,62300,66000,69700,73300,77000,80700,84300,88000,91700,95300,99000,103000,106000,110000,114000,117000,121000,125000,128000,132000,136000,139000,143000,147000,150000,154000,158000,161000,165000,169000,172000,176000,180000,183000,187000,191000,194000,198000,202000,205000,209000,213000,216000,220000,224000,249000,282000,323000,370000,429000,499000,583000,686000,810000,961000,1140000,1360000,1620000,1940000,2320000,2780000,3340000,4040000,4880000,5900000,7150000,8740000,9690000,10400000,11600000,13400000,15200000,16800000,18500000,20300000,22200000,24200000,26200000,28300000,33600000,39200000,45800000,53200000,61800000,70100000,78900000,89100000,102000000,114000000,126000000,140000000,154000000,169000000,183000000,197000000,211000000,226000000,242000000,261000000,282000000,305000000,331000000,359000000,392000000,428000000,465000000,512000000,560000000,605000000,657000000,717000000,784000000,864000000,932000000,993000000,1070000000,1160000000,1240000000,1320000000,1410000000,1490000000,1560000000,1650000000,1730000000,1800000000,1890000000,1980000000,2070000000,2170000000,2270000000,2340000000,2410000000,2480000000,2560000000,2640000000,2730000000,2820000000,2910000000,3000000000,3110000000,3230000000,3360000000,3500000000,3640000000,3770000000,3910000000,4050000000,4210000000,4360000000,4510000000,4670000000,4830000000,4990000000,5160000000,5330000000,5520000000,5700000000,5880000000,6070000000,6260000000,6450000000,6660000000,6870000000,7110000000,7360000000,7620000000,7900000000,8210000000,8510000000,8850000000,9210000000,9590000000,9970000000,10400000000,10800000000,11200000000,11600000000,12000000000,12400000000,12900000000,13300000000,13700000000,14100000000,14500000000,15000000000,15400000000,15800000000,16300000000,16700000000,17200000000,17600000000,18100000000,18600000000,19100000000,19500000000,20100000000,20600000000,21100000000,21700000000,22200000000,22800000000,23400000000,24000000000,24500000000,25100000000,25700000000,26300000000,26900000000,27400000000,28000000000,28500000000,29100000000,29700000000,30300000000,30800000000,31400000000,32000000000,32500000000
Cape Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103000,180000,216000,235000,257000,279000,308000,326000,341000,359000,381000,403000,422000,436000,466000,491000,513000,531000,561000,597000,634000,671000,722000,784000,850000,927000,1000000,1080000,1290000,1540000,1660000,1690000,1730000,1770000,1850000,1940000,1990000,2070000,2150000,2230000,2320000,2420000,2530000,2640000,2750000,2870000,3020000,3160000,3320000,3500000,3720000,3960000,4230000,4540000,4870000,5310000,5780000,6290000,6760000,7280000,7840000,8460000,8960000,9460000,9950000,10400000,11000000,11600000,12200000
Central African Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99000,187000,275000,348000,422000,495000,583000,667000,759000,942000,1130000,1340000,1520000,1690000,1850000,1970000,2070000,2200000,2320000,2470000,2570000,2680000,2820000,2960000,3110000,3260000,3420000,3580000,3840000,4070000,4320000,4520000,4720000,4940000,5160000,5400000,5630000,5870000,6110000,6360000,6630000,6890000,7140000,7390000,7620000,7850000,8090000,8340000,8590000,8840000,9100000,9360000,9640000,9930000,10200000,10500000,10800000,11100000,11400000,11700000
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62300,117000,169000,253000,345000,444000,550000,634000,752000,876000,1040000,1160000,1310000,1430000,1600000,1750000,1930000,2110000,2310000,2500000,2710000,2920000,3120000,3330000,3530000,3750000,3930000,4120000,4320000,4380000,4480000,4860000,5250000,5650000,6060000,6460000,6890000,7320000,7770000,8240000,8710000,9200000,9700000,10200000,11000000,11700000,12500000,13300000,14100000,15000000,16000000,17000000,17800000,18700000,19700000,20600000,21600000,22600000,23600000,24600000
Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524000,1060000,1700000,2440000,3070000,3920000,5490000,7460000,9620000,11600000,13700000,16100000,18300000,20800000,23100000,25900000,29000000,32500000,35900000,38700000,41800000,45500000,49500000,53500000,57400000,60100000,63500000,66200000,69300000,73300000,77100000,81000000,84900000,88600000,92600000,96400000,99400000,102000000,106000000,111000000,116000000,121000000,127000000,132000000,137000000,142000000,148000000,154000000,160000000,166000000,172000000,177000000,183000000,189000000,195000000,203000000,213000000,224000000,234000000,246000000,257000000,269000000,281000000,293000000,306000000,319000000,334000000,351000000,368000000,385000000,403000000,422000000,441000000,463000000,485000000,510000000,537000000,565000000,593000000,618000000,641000000,665000000,688000000,711000000,736000000,761000000,786000000,806000000,827000000,849000000,870000000,892000000,914000000,941000000,973000000,1010000000,1040000000,1070000000,1100000000,1140000000,1180000000,1230000000,1290000000,1340000000,1400000000,1460000000,1510000000,1570000000,1620000000,1680000000,1740000000,1810000000,1880000000,1950000000,2020000000,2090000000,2170000000,2240000000,2330000000,2400000000,2490000000,2570000000,2650000000,2740000000
China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95300,,,191000,2160000,4250000,6550000,23700000,40500000,63300000,84100000,103000000,131000000,141000000,151000000,166000000,183000000,201000000,220000000,241000000,266000000,293000000,318000000,344000000,377000000,412000000,445000000,475000000,508000000,542000000,578000000,616000000,656000000,695000000,737000000,787000000,844000000,909000000,970000000,1030000000,1090000000,1180000000,1290000000,1400000000,1500000000,1600000000,1650000000,1680000000,1710000000,1730000000,1790000000,1870000000,1970000000,2100000000,2240000000,2400000000,2590000000,2810000000,3060000000,3590000000,4310000000,5090000000,5640000000,6080000000,6520000000,6950000000,7430000000,7950000000,8380000000,8850000000,9430000000,10200000000,11100000000,12000000000,13000000000,14000000000,15100000000,16300000000,17600000000,19100000000,20500000000,22000000000,23400000000,25000000000,26700000000,28500000000,30400000000,32500000000,34700000000,37000000000,39400000000,41800000000,44400000000,47000000000,49900000000,52900000000,56200000000,59600000000,63000000000,66300000000,69500000000,72900000000,76300000000,80100000000,84500000000,89700000000,95400000000,1.02E+11,1.09E+11,1.16E+11,1.24E+11,1.32E+11,1.42E+11,1.51E+11,1.61E+11,1.71E+11,1.81E+11,1.9E+11,2E+11,2.1E+11
Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29300,172000,359000,557000,1000000,1850000,2670000,4020000,5310000,5970000,6300000,6380000,6910000,7650000,10100000,12800000,15600000,18600000,23300000,27400000,31200000,35400000,39100000,43800000,48300000,53300000,58400000,62800000,68000000,75500000,83700000,92300000,103000000,113000000,125000000,137000000,151000000,165000000,181000000,197000000,216000000,235000000,256000000,278000000,301000000,324000000,349000000,376000000,404000000,432000000,462000000,494000000,528000000,564000000,600000000,638000000,677000000,719000000,763000000,807000000,851000000,897000000,946000000,995000000,1040000000,1090000000,1140000000,1190000000,1250000000,1300000000,1360000000,1420000000,1490000000,1550000000,1610000000,1670000000,1740000000,1800000000,1860000000,1910000000,1970000000,2020000000,2080000000,2140000000,2200000000,2260000000,2320000000,2390000000,2460000000,2540000000,2610000000,2690000000,2780000000,2870000000,2960000000,3060000000,3150000000,3250000000
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,22000,33000,44000,55000,66000,80700,99000,117000,136000,154000,183000,213000,242000,271000,301000,334000,374000,414000,444000,466000,513000,561000,609000,656000,704000,752000,796000,843000,895000,946000,1010000,1070000,1140000,1210000,1280000,1350000,1430000,1510000,1600000,1690000,1790000,1900000,2000000,2130000,2270000,2410000,2570000,2680000,2780000,2920000,3080000,3210000,3360000,3530000,3690000,3850000,4060000,4270000,4490000
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,11000,91700,253000,469000,642000,880000,1110000,1390000,1700000,2090000,2340000,2390000,2390000,2410000,2440000,2480000,2590000,2710000,2790000,2870000,2970000,3120000,3340000,3510000,3680000,3990000,4320000,4690000,5170000,6650000,8400000,10500000,12800000,15600000,19000000,22200000,25500000,28400000,31100000,33500000,35800000,38000000,40300000,42300000,44700000,47100000,49400000,52800000,56400000,59200000,62100000,65100000,68300000,71700000,74900000,78300000,81800000,85300000,89100000,92600000,96300000,99400000,103000000,107000000,111000000,114000000,118000000,122000000,126000000,131000000,134000000,137000000,139000000,141000000,143000000,145000000,147000000,149000000,150000000,151000000,152000000,153000000,154000000,155000000,156000000,158000000,160000000,161000000,163000000,165000000,168000000,170000000,173000000,178000000,181000000,183000000,185000000,187000000
"Congo, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187000,411000,678000,917000,1150000,1420000,1660000,1970000,2300000,2750000,3250000,3820000,4510000,5170000,6390000,8020000,9120000,10400000,10800000,11200000,11500000,11900000,12400000,13700000,14900000,16000000,17300000,18300000,19700000,21200000,22700000,23800000,25100000,26700000,28200000,30300000,31900000,33600000,35900000,36700000,37500000,38600000,39400000,39900000,40800000,41800000,42800000,43900000,45100000,46400000,48100000,50100000,52300000,55300000,58500000,61600000,64700000,67900000,71100000,74300000
Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286000,598000,986000,1420000,1830000,2170000,2660000,3120000,3570000,3950000,4440000,4940000,5490000,6090000,6760000,7610000,8600000,9480000,10500000,11700000,12900000,14400000,16200000,18200000,20200000,22200000,24300000,26900000,29800000,32600000,35000000,37300000,39300000,41400000,43400000,45700000,48200000,51000000,53900000,56800000,59700000,63000000,66800000,70700000,75900000,80700000,85400000,90300000,95500000,101000000,106000000,112000000,118000000,125000000,132000000,138000000,145000000,153000000,161000000,169000000,176000000,183000000,191000000,198000000,206000000,213000000,221000000,229000000,237000000
